"SERIALNUMBER","CUSTOMERID","MODELTYPE","PAINTID","FRAMESIZE","ORDERDATE","STARTDATE","SHIPDATE","SHIPEMPLOYEE","FRAMEASSEMBLER","PAINTER","CONSTRUCTION","WATERBOTTLEBRAZEONS","CUSTOMNAME","LETTERSTYLEID","STOREID","EMPLOYEEID","TOPTUBE","CHAINSTAY","HEADTUBEANGLE","SEATTUBEANGLE","LISTPRICE","SALEPRICE","SALESTAX","SALESTATE","SHIPPRICE","FRAMEPRICE","COMPONENTLIST"
19221,16978,"Mountain",6,16.5,26-MAY-01,04-JUN-01,09-JUN-01,89097,29387,87295,"TIG Welded",2,"Lillie Huffman","Flash",2,34192,58.2,42.29,70.5,73,2400.87,2400,174,"CA",70,165.87,1735
19222,16979,"Mountain",6,16.5,07-JUN-01,16-JUN-01,18-JUN-01,29387,15293,15293,"TIG Welded",2,"Aurelio Hester","English",2,51512,58.2,42.29,70.5,73,3192.56,3190,159.5,"MI",70,189.56,2503
19223,16980,"Mountain full",2,16.5,19-MAY-01,21-MAY-01,23-MAY-01,87295,29387,89097,"TIG Welded",2,"Archie Runner","English",2,46583,58.2,42.29,70.5,73,4130.21,4130,247.8,"FL",70,450.21,3180
19224,16981,"Mountain full",11,18,14-MAR-01,16-MAR-01,24-MAR-01,29387,89097,89097,"Welded",2,"Lenny Gayagoy","Flash",1,87295,59.2,42.29,71,73,3801.7,3800,190,"MI",70,121.7,3180
19225,16982,"Mountain full",10,19.5,19-MAY-01,25-MAY-01,27-MAY-01,29387,87295,51512,"TIG Welded",2,"Augustin Livingston","English",2,87295,59.29,42.29,71,73,2733.04,2730,232.05,"NY",70,186.04,2047
19226,16983,"Mountain",10,18,01-FEB-01,01-FEB-01,06-FEB-01,87295,89097,51512,"TIG Welded",2,"Dee Stone","Script",2,98766,59.2,42.29,71,73,3489.8,3480,252.3,"CA",70,486.8,2503
19227,16984,"Mountain full",6,18,14-FEB-01,17-FEB-01,19-FEB-01,87295,15293,29387,"TIG Welded",2,"Dewey Keaton","Flash",2,46583,59.2,42.29,71,73,3033.8,3030,219.68,"CA",70,486.8,2047
19228,16985,"Mountain",10,18,06-JUN-01,08-JUN-01,11-JUN-01,51512,37453,15293,"TIG Welded",2,"Greg Murphy","English",2,51512,59.2,42.29,71,73,3009.46,3000,0,"NH",70,462.46,2047
19229,16986,"Mountain full",8,18,07-FEB-01,09-FEB-01,14-FEB-01,51512,76432,29387,"Bonded",2,"Alvin Eaton","Roman",2,87295,59.2,42.29,71,73,3246.4,3240,136.89,"MO",70,243.4,2503
19230,16987,"Mountain",8,16.5,04-APR-01,10-APR-01,17-APR-01,29387,51512,51512,"TIG Welded",2,"Ella Renfrow","Block",2,51512,58.2,42.29,70.5,73,2712.87,2710,108.4,"GA",70,165.87,2047
19231,16988,"Mountain full",7,19.5,13-MAY-01,17-MAY-01,23-MAY-01,89097,87295,15293,"TIG Welded",2,"Mary Mills","Block",2,98766,59.29,42.29,71,73,3878.44,3870,280.58,"CA",70,198.44,3180
19232,16989,"Mountain full",7,18,19-FEB-01,27-FEB-01,07-MAR-01,87295,15293,89097,"Bonded",2,"Gil Rose","English",2,15293,59.2,42.29,71,73,2778.23,2770,235.45,"NY",70,231.23,2047
19233,16990,"Mountain",7,16.5,20-JUN-01,22-JUN-01,24-JUN-01,87295,29387,89097,"TIG Welded",2,"Patrick Shaw","Roman",1,51512,58.2,42.29,70.5,73,4153.9,4150,300.88,"CA",70,473.9,3180
19234,16991,"Mountain",10,14.5,31-JUL-01,01-AUG-01,03-AUG-01,29387,37453,89097,"Bonded",2,"Basil Keith","Roman",2,29387,53.7,42.29,70.5,73.5,3891.99,3890,155.6,"GA",70,211.99,3180
19235,16992,"Mountain full",1,19.5,20-JAN-01,27-JAN-01,03-FEB-01,87295,89097,15293,"TIG Welded",2,"Searoba Queen","English",2,29387,59.29,42.29,71,73,2689.63,2680,160.8,"NJ",70,142.63,2047
19236,16993,"Mountain",10,16.5,07-APR-01,16-APR-01,18-APR-01,51512,76432,87295,"TIG Welded",2,"Wanda Valdez","Script",2,46583,58.2,42.29,70.5,73,3857.71,3850,231,"KY",70,177.71,3180
19237,16994,"Mountain",3,19.5,18-MAR-01,22-MAR-01,24-MAR-01,89097,51512,51512,"Bonded",2,"Burt Poston","Flash",5733,89097,59.29,42.29,71,73,3238.65,3230,209.95,"MN",70,235.65,2503
19238,16995,"Mountain full",2,16.5,12-JAN-01,15-JAN-01,23-JAN-01,89097,37453,51512,"TIG Welded",2,"Darrin Farley","Block",2,51512,58.2,42.29,70.5,73,2371.25,2370,94.8,"LA",70,136.25,1735
19239,16996,"Mountain full",2,16.5,05-JUL-01,11-JUL-01,15-JUL-01,51512,87295,29387,"Bonded",2,"Carly Stewart","English",2,98766,58.2,42.29,70.5,73,2783.95,2780,111.2,"AL",70,236.95,2047
19240,16997,"Mountain",3,18,19-JUN-01,27-JUN-01,02-JUL-01,29387,51512,87295,"Bonded",2,"Ada Pruitt","English",2,89097,59.2,42.29,71,73,2881.68,2880,144,"MI",70,334.68,2047
19241,16998,"Mountain",13,18,07-MAR-01,14-MAR-01,16-MAR-01,89097,29387,89097,"Bonded",2,"Homer Carrow","Flash",2,89097,59.2,42.29,71,73,2790.4,2790,0,"PA",70,243.4,2047
19242,16999,"Mountain full",12,19.5,06-FEB-01,08-FEB-01,12-FEB-01,51512,37453,87295,"Welded",2,"Lena Porter","English",2,51512,59.29,42.29,71,73,3804.03,3800,262.2,"KS",70,124.03,3180
19243,17000,"Mountain full",11,18,13-MAY-01,14-MAY-01,16-MAY-01,87295,51512,15293,"TIG Welded",2,"Lisa Sharp","Roman",2,51512,59.2,42.29,71,73,2717.38,2710,162.6,"FL",70,170.38,2047
19244,17001,"Mountain full",3,19.5,30-MAR-01,09-APR-01,12-APR-01,15293,87295,29387,"Bonded",2,"James Grace","Flash",2,34192,59.29,42.29,71,73,2782.65,2780,0,"OR",70,235.65,2047
19245,17002,"Mountain",12,19.5,26-AUG-01,27-AUG-01,31-AUG-01,87295,87295,93736,"Bonded",2,"Kirby Jackson","English",5205,29387,59.29,42.29,71,73,3915.65,3910,0,"PA",70,235.65,3180
19246,17003,"Mountain full",8,18,02-JUL-01,10-JUL-01,15-JUL-01,15293,87295,51512,"Bonded",2,"Linda Hodges","Flash",2,51512,59.2,42.29,71,73,3337.68,3330,133.2,"GA",70,334.68,2503
19247,17004,"Mountain",13,16.5,24-FEB-01,28-FEB-01,08-MAR-01,87295,15293,89097,"TIG Welded",2,"Shatika Young","Flash",1,51512,58.2,42.29,70.5,73,2683.25,2680,0,"AR",70,136.25,2047
19248,17005,"Mountain",10,19.5,08-MAR-01,10-MAR-01,17-MAR-01,51512,89097,29387,"TIG Welded",2,"Joseph Francis","Flash",2,46583,59.29,42.29,71,73,3189.04,3180,198.75,"TX",70,186.04,2503
19249,17006,"Mountain full",12,19.5,15-FEB-01,20-FEB-01,22-FEB-01,15293,29387,89097,"Bonded",2,"Avery McPherson","Flash",2,46583,59.29,42.29,71,73,4021.07,4020,291.45,"CA",70,341.07,3180
19250,17007,"Mountain full",13,18,11-AUG-01,13-AUG-01,18-AUG-01,51512,76432,87295,"TIG Welded",2,"David Meyer","Flash",2,51512,59.2,42.29,71,73,3832.13,3830,229.8,"NJ",70,152.13,3180
19251,17008,"Mountain full",9,14.5,08-JUL-01,09-JUL-01,11-JUL-01,87295,15293,93736,"Bonded",2,"William Soto","Flash",2,51512,53.7,42.29,70.5,73.5,2770.15,2770,173.13,"IL",70,223.15,2047
19252,17009,"Mountain",10,16.5,18-MAY-01,23-MAY-01,30-MAY-01,87295,29387,29387,"TIG Welded",2,"Arlene Ferguson","Block",2,29387,58.2,42.29,70.5,73,3869.56,3860,279.85,"CA",70,189.56,3180
19253,17010,"Mountain full",3,19.5,19-APR-01,23-APR-01,29-APR-01,87295,76432,15293,"TIG Welded",2,"Ricardo Ridenour","Script",1,29387,59.29,42.29,71,73,3474.3,3470,208.2,"FL",70,471.3,2503
19254,17011,"Mountain full",8,16.5,06-MAR-01,12-MAR-01,17-MAR-01,89097,87295,12512,"TIG Welded",2,"Larry Holder","English",5748,34192,58.2,42.29,70.5,73,3020.9,3020,151,"IN",70,473.9,2047
19255,17012,"Mountain",10,16.5,28-FEB-01,07-MAR-01,09-MAR-01,89097,76432,93736,"Welded",2,"Charles Sparks","English",2,15293,58.2,42.29,70.5,73,2353.48,2350,0,"MT",70,118.48,1735
19256,17013,"Mountain full",14,16.5,26-APR-01,27-APR-01,03-MAY-01,87295,29387,89097,"Bonded",2,"Wayne Love","English",2,34192,58.2,42.29,70.5,73,3239.95,3230,234.18,"CA",70,236.95,2503
19257,17014,"Mountain full",7,18,05-AUG-01,06-AUG-01,09-AUG-01,51512,15293,29387,"Bonded",2,"Darlene Harvey","English",2,87295,59.2,42.29,71,73,2881.68,2880,129.6,"OK",70,334.68,2047
19258,17015,"Mountain",15,14.5,26-MAR-01,29-MAR-01,05-APR-01,51512,37453,15293,"TIG Welded",2,"Buck Killen","English",2,34192,53.7,42.29,70.5,73.5,4126.3,4120,164.8,"GA",70,446.3,3180
19259,17016,"Mountain full",9,19.5,05-JUN-01,13-JUN-01,18-JUN-01,29387,37453,87295,"TIG Welded",2,"Morris Poston","Flash",2,89097,59.29,42.29,71,73,3176.64,3170,229.83,"CA",70,173.64,2503
19260,17017,"Mountain",8,19.5,21-JUN-01,25-JUN-01,27-JUN-01,87295,87295,15293,"TIG Welded",2,"David Piper","Flash",1,87295,59.29,42.29,71,73,2733.04,2730,170.63,"IL",70,186.04,2047
19261,17018,"Mountain full",9,18,14-MAR-01,14-MAR-01,18-MAR-01,89097,87295,87295,"TIG Welded",2,"Kelly Carrow","English",2,29387,59.2,42.29,71,73,2741.72,2740,115.77,"MO",70,194.72,2047
19262,17019,"Mountain",6,18,12-AUG-01,21-AUG-01,25-AUG-01,51512,89097,15293,"TIG Welded",2,"Howard Yates","Roman",2,34192,59.2,42.29,71,73,4166.8,4160,249.6,"FL",70,486.8,3180
19263,17020,"Mountain full",14,21,27-APR-01,30-APR-01,04-MAY-01,29387,87295,15293,"TIG Welded",2,"Rachel Howe","Roman",1,34192,59.79,42.4,71,73,3161.69,3160,142.2,"VA",70,158.69,2503
19264,17021,"Mountain",2,18,05-SEP-01,10-SEP-01,13-SEP-01,87295,87295,89097,"Bonded",2,"John Bailey","English",2,51512,59.2,42.29,71,73,2778.23,2770,0,"AR",70,231.23,2047
19265,17022,"Mountain",3,16.5,04-JUL-01,04-JUL-01,06-JUL-01,15293,29387,29387,"TIG Welded",2,"Searoba DeVore","Flash",2,46583,58.2,42.29,70.5,73,3869.56,3860,193,"IN",70,189.56,3180
19266,17023,"Mountain",1,16.5,11-MAY-01,17-MAY-01,23-MAY-01,51512,51512,87295,"Bonded",2,"Charlotte Matthews","Flash",2,34192,58.2,42.29,70.5,73,3916.95,3910,332.35,"NY",70,236.95,3180
19912,11340,"Mountain",14,21,16-OCT-01,16-OCT-01,19-OCT-01,15293,37453,89097,"Bonded",2,"Henry Hathaway","Script",2,89097,59.79,42.4,71,73,2769.16,2760,82.8,"CO",70,222.16,2047
19913,10921,"Mountain full",13,18,05-OCT-01,15-OCT-01,17-OCT-01,29387,15293,15293,"TIG Welded",2,"Bryce Douglas","Roman",2,98766,59.2,42.29,71,73,3862.55,3860,0,"PA",70,182.55,3180
19914,3360,"Mountain full",7,19.5,31-OCT-01,03-NOV-01,05-NOV-01,87295,37453,15293,"Bonded",2,"Artie Ingram","Flash",2,29387,59.29,42.29,71,73,3220.04,3220,201.25,"TX",70,217.04,2503
19915,7213,"Mountain full",7,21,25-NOV-01,03-DEC-01,08-DEC-01,15293,37453,87295,"Bonded",2,"Jesse Groves","Flash",2,51512,59.79,42.4,71,73,2769.16,2760,200.1,"CA",70,222.16,2047
19916,2962,"Mountain",8,18,20-DEC-01,27-DEC-01,03-JAN-02,87295,37453,15293,"Bonded",2,"Dean Baldwin","Roman",1,34192,59.2,42.29,71,73,3246.4,3240,0,"PA",70,243.4,2503
19917,2616,"Mountain full",10,14.5,29-OCT-01,03-NOV-01,06-NOV-01,51512,29387,12512,"TIG Welded",2,"Belinda Ford","English",2,15293,53.7,42.29,70.5,73.5,3449.3,3440,215,"TX",70,446.3,2503
19918,5716,"Mountain",12,21,24-NOV-01,26-NOV-01,28-NOV-01,51512,29387,89097,"TIG Welded",2,"Stephen Hall","English",2,15293,59.79,42.4,71,73,2724.73,2720,163.2,"FL",70,177.73,2047
19919,8810,"Mountain",14,16.5,14-DEC-01,18-DEC-01,21-DEC-01,87295,76432,87295,"TIG Welded",2,"Rodney Kidd","Block",1,87295,58.2,42.29,70.5,73,2736.56,2730,232.05,"NY",70,189.56,2047
19920,6884,"Mountain",6,14.5,12-NOV-01,21-NOV-01,27-NOV-01,29387,89097,89097,"Bonded",2,"Bessie Saltsman","English",2,87295,53.7,42.29,70.5,73.5,2742.26,2740,137,"WI",70,195.26,2047
19921,11438,"Mountain full",14,21,15-OCT-01,22-OCT-01,30-OCT-01,51512,51512,51512,"TIG Welded",2,"Emmitt Shaw","Block",2,51512,59.79,42.4,71,73,3206.12,3200,160,"OH",70,203.12,2503
19922,6969,"Mountain full",11,19.5,23-DEC-01,29-DEC-01,31-DEC-01,87295,29387,51512,"TIG Welded",2,"Roy Tabor","Script",2,51512,59.29,42.29,71,73,3474.3,3470,0,"PA",70,471.3,2503
19923,3722,"Mountain",12,21,04-NOV-01,06-NOV-01,14-NOV-01,15293,76432,87295,"TIG Welded",2,"Andrew Hardin","English",2,29387,59.79,42.4,71,73,4162.41,4160,270.4,"MN",70,482.41,3180
19924,11775,"Mountain full",15,16.5,14-OCT-01,18-OCT-01,20-OCT-01,51512,29387,89097,"TIG Welded",2,"Joe Lawrence","Script",2,29387,58.2,42.29,70.5,73,2412.71,2410,108.45,"VA",70,177.71,1735
19925,4308,"Mountain",3,16.5,09-DEC-01,13-DEC-01,15-DEC-01,29387,87295,51512,"TIG Welded",2,"Wilmer Roberts","Script",1,46583,58.2,42.29,70.5,73,3857.71,3850,240.63,"TX",70,177.71,3180
19926,11999,"Mountain",10,21,04-DEC-01,04-DEC-01,11-DEC-01,29387,51512,51512,"TIG Welded",2,"Takao Cunningham","Flash",2,98766,59.79,42.4,71,73,3054.8,3050,198.25,"WA",70,507.8,2047
19927,2125,"Mountain",14,21,25-SEP-01,25-SEP-01,02-OCT-01,51512,37453,29387,"TIG Welded",2,"Andrew Galloway","Flash",2,87295,59.79,42.4,71,73,2692.99,2690,228.65,"NY",70,145.99,2047
19928,8320,"Mountain",2,21,04-OCT-01,10-OCT-01,14-OCT-01,51512,15293,93736,"Bonded",2,"Lori Wheeler","English",2,15293,59.79,42.4,71,73,3256.9,3250,235.63,"CA",70,253.9,2503
19929,17061,"Mountain",1,18,26-OCT-01,05-NOV-01,07-NOV-01,29387,51512,12512,"Bonded",2,"Emma Underwood","Flash",2,89097,59.2,42.29,71,73,2759.98,2750,165,"NC",70,212.98,2047
19930,10219,"Mountain",11,18,29-NOV-01,03-DEC-01,09-DEC-01,87295,29387,15293,"TIG Welded",2,"Taylor McFarland","English",2,89097,59.2,42.29,71,73,2405.38,2400,101.4,"MO",70,170.38,1735
19931,9884,"Mountain",2,19.5,02-NOV-01,03-NOV-01,05-NOV-01,51512,15293,87295,"TIG Welded",2,"Bruce Humphrey","English",2,89097,59.29,42.29,71,73,3822.63,3820,248.3,"WA",70,142.63,3180
19932,16718,"Mountain",12,16.5,23-DEC-01,31-DEC-01,02-JAN-02,15293,37453,87295,"Bonded",2,"Annie Dean","Flash",1,46583,58.2,42.29,70.5,73,3328.81,3320,282.2,"NY",70,325.81,2503
19933,6221,"Mountain full",1,18,26-SEP-01,02-OCT-01,09-OCT-01,15293,76432,89097,"TIG Welded",2,"Herbert Rogers","English",2,87295,59.2,42.29,71,73,3819.95,3810,276.23,"CA",70,139.95,3180
19934,1576,"Mountain",8,16.5,27-SEP-01,29-SEP-01,01-OCT-01,29387,51512,87295,"Bonded",2,"Wallace Grissom","Block",867,15293,58.2,42.29,70.5,73,2471.95,2470,148.2,"NC",70,236.95,1735
19935,5957,"Mountain full",3,18,14-NOV-01,16-NOV-01,19-NOV-01,51512,87295,29387,"Bonded",2,"Lana Harper","Block",2,15293,59.2,42.29,71,73,2447.98,2440,176.9,"CA",70,212.98,1735
19936,181,"Mountain full",6,18,08-DEC-01,13-DEC-01,20-DEC-01,29387,37453,12512,"TIG Welded",2,"Buck Cole","Roman",2,87295,59.2,42.29,71,73,2741.72,2740,137,"ID",70,194.72,2047
19937,9595,"Mountain",14,19.5,23-OCT-01,24-OCT-01,29-OCT-01,15293,89097,93736,"Bonded",2,"Patrick Murray","Roman",666,89097,59.29,42.29,71,73,3928.05,3920,254.8,"NV",70,248.05,3180
19938,17068,"Mountain full",9,14.5,18-DEC-01,22-DEC-01,24-DEC-01,87295,37453,29387,"TIG Welded",2,"Ashley Walker","Block",2,29387,53.7,42.29,70.5,73.5,4103.99,4100,297.25,"CA",70,423.99,3180
19939,6874,"Race",15,62,13-OCT-01,13-OCT-01,15-OCT-01,29387,37453,93736,"TIG Welded",2,"Natasha Howard","Block",1,29387,59,41.2,74,72.5,2536.76,2530,126.5,"OH",70,305.76,1731
19940,17030,"Race",1,56,14-DEC-01,14-DEC-01,16-DEC-01,15293,76432,89097,"Bonded",2,"Phyllis Richards","Script",2,89097,56,41,73.69,73.5,2584.15,2580,154.8,"NC",70,353.15,1731
19941,17387,"Road",3,60,08-DEC-01,13-DEC-01,21-DEC-01,29387,89097,15293,"TIG Welded",2,"Marcy Reyes","Flash",2,29387,57,41.5,73.5,73.5,2707.3,2700,175.5,"WA",70,811.3,1396
19942,601,"Race",14,58,08-OCT-01,15-OCT-01,20-OCT-01,29387,87295,51512,"TIG Welded",2,"Cathy Phillips","Roman",1281,98766,57,41.2,73.69,73,4151.8,4150,249,"KY",70,828.8,2823
19943,178,"Road",13,56,07-DEC-01,11-DEC-01,13-DEC-01,87295,51512,29387,"TIG Welded",2,"Crystal Howe","Script",2,87295,55,41.5,73.5,73.5,4128.6,4120,247.2,"KY",70,805.6,2823
19944,9428,"Road",7,52,16-OCT-01,22-OCT-01,26-OCT-01,51512,37453,15293,"Bonded",2,"Lloyd Markham","English",2,15293,53,41.5,73,73.5,3702,3700,231.25,"IL",70,379,2823
19945,3491,"Race",3,62,04-NOV-01,08-NOV-01,15-NOV-01,87295,87295,89097,"TIG Welded",2,"Whitney Grace","Script",1,51512,59,41.2,74,72.5,4196.6,4190,356.15,"NY",70,873.6,2823
19946,10652,"Road",13,52,04-NOV-01,07-NOV-01,09-NOV-01,15293,37453,89097,"Bonded",2,"Gertrude Jennings","Flash",2,51512,53,41.5,73,73.5,2567.63,2560,160,"IL",70,331.63,1736
19947,12273,"Race",3,52,13-NOV-01,20-NOV-01,26-NOV-01,29387,87295,87295,"Bonded",2,"George Harris","Roman",2,87295,52.7,40.7,72.5,75,3705,3700,222,"FL",70,382,2823
19948,2082,"Race",10,50,13-DEC-01,22-DEC-01,27-DEC-01,29387,29387,15293,"Bonded",2,"Simon Porter","English",3878,34192,53.1,40.7,72,75,2584.4,2580,180.6,"RI",70,353.4,1731
19949,2346,"Race",15,60,12-OCT-01,16-OCT-01,18-OCT-01,87295,87295,51512,"TIG Welded",2,"Perry Grimes","Flash",2,51512,58,41.2,74,73,2237.12,2230,161.68,"CA",70,341.12,1396
19950,7301,"Road",6,60,12-OCT-01,12-OCT-01,18-OCT-01,89097,87295,87295,"Bonded",2,"Anthony Gilbert","Roman",2,89097,57,41.5,73.5,73.5,3750,3750,262.5,"MS",70,427,2823
19951,4547,"Road",3,52,03-OCT-01,03-OCT-01,05-OCT-01,51512,37453,89097,"TIG Welded",2,"Gayle Hooks","Flash",2,51512,53,41.5,73,73.5,3559.88,3550,257.38,"CA",70,236.88,2823
19952,11593,"Road",9,54,06-NOV-01,07-NOV-01,12-NOV-01,87295,76432,51512,"TIG Welded",2,"Lena Richardson","English",2,29387,55,41.5,73.5,73.5,2170.54,2170,86.8,"LA",70,274.54,1396
19953,5549,"Race",13,60,07-OCT-01,15-OCT-01,21-OCT-01,15293,87295,93736,"TIG Welded",2,"Grayson Harris","English",2,89097,58,41.2,74,73,2529.48,2520,113.4,"OK",70,298.48,1731
19954,7993,"Race",13,52,16-NOV-01,20-NOV-01,26-NOV-01,29387,51512,93736,"TIG Welded",2,"Mary Reeves","Flash",2,87295,52.7,40.7,72.5,75,4048.8,4040,343.4,"NY",70,725.8,2823
19955,3592,"Race",2,58,30-SEP-01,01-OCT-01,03-OCT-01,51512,87295,12512,"TIG Welded",2,"Chester Sanders","Roman",2,51512,57,41.2,73.69,73,3561.28,3560,245.64,"KS",70,238.28,2823
19956,1869,"Road",9,60,04-OCT-01,10-OCT-01,13-OCT-01,87295,76432,29387,"TIG Welded",2,"Alan Embry","English",2,46583,57,41.5,73.5,73.5,3643.25,3640,218.4,"CT",70,320.25,2823
19957,5172,"Road",1,58,15-NOV-01,20-NOV-01,25-NOV-01,87295,87295,29387,"TIG Welded",2,"Hank Sadler","Script",2,87295,57,41.5,73.5,73.5,4155,4150,166,"LA",70,832,2823
19958,9465,"Race",13,54,29-SEP-01,08-OCT-01,16-OCT-01,87295,87295,29387,"TIG Welded",2,"June Hurt","English",1,46583,54.5,41,73,74,3015.8,3010,188.13,"TX",70,784.8,1731
12856,11235,"Mountain full",6,16.5,16-OCT-00,20-NOV-00,26-NOV-00,89097,51512,15293,"TIG Welded",2,"Gaylen Hall","Flash",2,87295,58.2,42.3,70.5,73,2728.58,2720,136,"NM",80,165.87,2180
12857,11236,"Mountain",12,16.5,05-MAR-00,16-MAY-00,18-MAY-00,51512,51512,87295,"TIG Welded",2,"Leland Pardue","English",2,29387,58.2,42.3,70.5,73,2739.82,2730,170.63,"TX",80,177.71,2180
12858,11237,"Mountain",2,14.5,05-MAY-00,05-JUL-00,11-JUL-00,51512,37453,87295,"Bonded",2,"Winston Roberts","Roman",2,46583,53.7,42.3,70.5,73.5,2756.5,2750,165,"KY",80,195.26,2180
12859,11238,"Mountain full",3,19.5,29-NOV-00,23-DEC-00,28-DEC-00,15293,37453,15293,"TIG Welded",2,"Preston Wade","Flash",2,89097,59.3,42.3,71,73,2706.5,2700,162,"FL",80,142.63,2180
12861,11240,"Mountain",13,14.5,26-JUN-00,15-AUG-00,20-AUG-00,89097,87295,15293,"TIG Welded",2,"Anna Kajka","Roman",1,51512,53.7,42.3,70.5,73.5,3558.54,3550,257.38,"CA",80,178.52,3041
12862,11241,"Mountain",2,14.5,15-AUG-00,28-SEP-00,04-OCT-00,89097,29387,29387,"TIG Welded",2,"Derek DeVore","Flash",5075,46583,53.7,42.3,70.5,73.5,2740.59,2740,171.25,"IL",80,178.52,2180
12863,11242,"Mountain",15,16.5,27-AUG-00,10-OCT-00,15-OCT-00,87295,51512,12512,"Bonded",2,"Adam Hammer","Flash",2,29387,58.2,42.3,70.5,73,2880.52,2880,180,"IL",80,325.81,2180
12864,11243,"Mountain full",12,18,21-JUN-00,11-AUG-00,13-AUG-00,87295,76432,89097,"TIG Welded",2,"Ed Price","English",2,46583,59.2,42.3,71,73,3562.37,3560,178,"WI",80,182.55,3041
12865,11244,"Mountain full",12,18,28-SEP-00,04-NOV-00,06-NOV-00,29387,29387,15293,"Bonded",2,"Melinda Allen","Script",2,87295,59.2,42.3,71,73,2056.75,2050,128.13,"TX",80,334.68,1304
12866,11245,"Mountain",14,14.5,10-SEP-00,20-OCT-00,22-OCT-00,51512,51512,89097,"TIG Welded",2,"Fred Redford","English",2,89097,53.7,42.3,70.5,73.5,3510.84,3510,298.35,"NY",80,128.31,3041
12867,11246,"Mountain full",7,19.5,21-SEP-00,31-OCT-00,02-NOV-00,29387,51512,51512,"TIG Welded",2,"Christine Murphy","Block",2,29387,59.3,42.3,71,73,3565.69,3560,178,"AZ",80,186.04,3041
12868,11247,"Mountain",7,21,08-FEB-00,25-APR-00,29-APR-00,51512,15293,89097,"TIG Welded",2,"Carlos Long","Roman",2,87295,59.8,42.4,71,73,1877.49,1870,116.88,"TX",80,145.99,1304
12869,11248,"Mountain full",12,21,08-MAY-00,08-JUL-00,16-JUL-00,15293,87295,89097,"Bonded",2,"Warren Downing","Block",2,87295,59.8,42.4,71,73,2782.05,2780,139,"SC",80,222.16,2180
12870,11249,"Mountain full",10,21,23-APR-00,23-JUN-00,28-JUN-00,89097,29387,87295,"TIG Welded",2,"Alvie Nakamura","English",1,34192,59.8,42.4,71,73,3581.91,3580,223.75,"UT",80,203.12,3041
12871,11250,"Mountain",6,19.5,24-JUN-00,14-AUG-00,19-AUG-00,15293,76432,51512,"TIG Welded",2,"Drew Mason","English",2,29387,59.3,42.3,71,73,2759.52,2750,165,"NC",80,198.44,2180
12873,11252,"Mountain",14,21,25-JAN-00,12-APR-00,18-APR-00,87295,76432,29387,"TIG Welded",2,"Arianne Hathaway","English",673,89097,59.8,42.4,71,73,3053.41,3050,259.25,"NY",80,507.8,2180
12874,11253,"Mountain",6,18,12-SEP-00,23-OCT-00,30-OCT-00,87295,76432,51512,"Bonded",2,"Carol Finn","English",2,46583,59.2,42.3,71,73,2802.23,2800,203,"CA",80,243.4,2180
12876,11255,"Mountain",11,18,15-SEP-00,26-OCT-00,28-OCT-00,29387,37453,12512,"Welded",2,"Tim Fuller","Roman",2,98766,59.2,42.3,71,73,3504.56,3500,175,"IN",80,121.7,3041
12877,11256,"Mountain",7,18,01-DEC-00,25-DEC-00,27-DEC-00,29387,37453,87295,"Bonded",2,"Angie Rogers","English",2,87295,59.2,42.3,71,73,3620.18,3620,262.45,"CA",80,243.4,3041
12878,11257,"Mountain",2,19.5,05-NOV-00,04-DEC-00,06-DEC-00,87295,15293,51512,"Welded",2,"Bernard Shelton","English",2,46583,59.3,42.3,71,73,2688.83,2680,194.3,"CA",80,124.03,2180
12880,11259,"Mountain full",14,21,06-NOV-00,04-DEC-00,12-DEC-00,15293,29387,87295,"TIG Welded",2,"Kevin Reeves","Roman",2,89097,59.8,42.4,71,73,3527.64,3520,220,"UT",80,145.99,3041
12881,11260,"Mountain full",10,14.5,19-JUN-00,09-AUG-00,17-AUG-00,51512,76432,93736,"TIG Welded",2,"Orville Turner","Script",4874,29387,53.7,42.3,70.5,73.5,2740.59,2740,137,"OH",80,178.52,2180
12882,11261,"Mountain full",10,18,22-DEC-00,10-JAN-01,12-JAN-01,29387,29387,15293,"TIG Welded",2,"Hank Forbes","Flash",1,89097,59.2,42.3,71,73,3828.29,3820,191,"IN",80,462.46,3041
12883,11262,"Mountain full",12,16.5,23-AUG-00,05-OCT-00,11-OCT-00,89097,37453,12512,"TIG Welded",2,"Derek Latham","Script",2,29387,58.2,42.3,70.5,73,2728.58,2720,163.2,"TN",80,165.87,2180
12884,11263,"Mountain",9,18,01-JUL-00,18-AUG-00,20-AUG-00,87295,89097,89097,"TIG Welded",2,"Debbie McFarland","Roman",1,87295,59.2,42.3,71,73,3533.47,3530,211.8,"FL",80,152.13,3041
12885,11264,"Mountain",11,14.5,05-MAR-00,16-MAY-00,19-MAY-00,29387,51512,87295,"Bonded",2,"Maureen Herndon","English",1,87295,53.7,42.3,70.5,73.5,1924.3,1920,139.2,"CA",80,195.26,1304
12886,11265,"Mountain full",12,21,16-NOV-00,11-DEC-00,13-DEC-00,15293,29387,29387,"Bonded",2,"Elvis Harvey","Flash",6096,87295,59.8,42.4,71,73,2800.15,2800,140,"MA",80,241.21,2180
12887,11266,"Mountain",1,21,06-NOV-00,05-DEC-00,07-DEC-00,89097,76432,12512,"Bonded",2,"Ronald Drake","English",2,46583,59.8,42.4,71,73,3630.16,3630,308.55,"NY",80,253.9,3041
